video_path,file_path,label
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/424_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\424_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P9/rgb/343_A52P5_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P9\343_A52P5__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/265_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\265_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/931_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\931_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/839_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\839_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/1024_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\1024_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/365_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\365_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/665_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\665_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/565_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\565_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/176_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\176_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/763_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\763_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P2/rgb/461_A52P14_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P2\461_A52P14__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/256_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\256_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/733_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\733_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/362_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\362_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/639_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\639_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/1088_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\1088_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/907_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\907_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/999_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\999_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/559_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\559_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/462_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\462_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P4/rgb/821_A52P11_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P4\821_A52P11__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/497_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\497_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/699_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\699_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/420_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\420_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/330_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\330_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/770_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\770_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/565_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\565_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/630_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\630_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/917_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\917_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/978_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\978_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P5/rgb/849_A52P12_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P5\849_A52P12__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/1082_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\1082_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/197_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\197_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/887_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\887_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/303_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\303_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/468_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\468_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/768_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\768_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/564_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\564_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/106_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\106_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/985_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\985_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P15/rgb/667_A52P2_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P15\667_A52P2__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/777_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\777_A52P10__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/1058_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\1058_A52P10__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/853_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\853_A52P10__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/1260_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\1260_A52P10__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/1391_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\1391_A52P10__landmarked.npy,0
/home/21013187/Vietnam_Signlanguage_FE/vietnamsignlanguage/mediapipe/A52P17/rgb/988_A52P10_.avi,SlowFastSign-main\dataset\vietnamsignlanguage\npy\A52P17\988_A52P10__landmarked.npy,0
